query_id,answer
GEHOv0en9CMurPR2,2e67182bc4ca356c 29cd956f2d1795c0 3a2b6ce9cfb2b8e6 7fa9fc13acf8eac1 d46128cb4db87e05 f51019f434e39e7a 61d8768e3d12fbb3 a0aff627b45917c5 1803ff792aeefeec 429fd8223876c092 01a6d9ebf53e4565 e109727de5381e26 927f88bdef596fd3 3347f50341eb54ab 44fc518dda3c3fde f74e403be80671b7 783b677b46162302 03accdab2120158e f8d2e2b695520102 f06b9e893d70b012 1f0ef80d71f59ca2 a2f23f49673460fe ea15107f42b68de6 f9cd570995538c90 8b41a7e58be6d16e 090233f953485e1b d34bdc89f2da4863 d2d636ca7ae47b5d a51b95a235c7cce1 fe8909180b33e125 5e56697302c1984f 1f93f334e8c84694 3c185955d637adfe 72f7bdf0b06cb259 f408a255087d491b 305537c61a9a4dcf 2af74f64a98cf1db 2ea96d4a4f126263 eca3441a5ef68f78 2131eb5ca7626f55 fa0a24051f3d633a 8dca182ba415cc05 912a1da8643794ca 447a164124cf52f6 4c153a531af79519 139c0c2ee8008be8 c8664945588e4731 a6337426ed105d68 c01cf4b516fd60e6 11d59d7d867f17bb
GEYQSF404haa3KGc,b6476f6aa8c751fc 01a4bfb1818769c3 a5dc934ab2f28cf1 637ee0278a4dfcac 402702661840d974 430a4a43b96a9a47 deee58d657ffadbf 540eb93a2b88d57b 3857295575699188 12fb67fc008bc278 35b2e854de6a6df9 41c545c920d6a19e 8a6ec0024b3e42f5 5a13c92a78aff842 b71f7d6653d04847 258c329cda38e7c2 11005d0811022fce 9450376849787369 ad6183b2c56ff307 bab9cd3992cc3d91 f376f6e13f4babd7 119183f37f0dfadf b0850cd93340001b 016b27ca42f317fc 6e81b93b8135457d d1e67c1b7b550fda f95f1b320c5ef508 afe2b70308b3d026 e96026238db60270 78227396ecd09ee8 ea1917f70f3cffd4 be42cbbd1f63aafe 1ce8819c0e9cbded 526cb3ac5313e5d9 d723ab127f593345 c9fffb37724dfe5b 09a68f8fd2e6c411 a865f89be55dcfe0 7b74ddb4f39169bc aae10860d25ceced 53605a94fa7b9041 7369bf1f55fd17a2 d800b7a8ba516b2a 2adb6f9ba3146297 deb98147f0f2d019 17e156e56facf251 c2a32ca44622f268 b61728afa25b6f7f 018640c7572ad490 e122547e932bef96
GEZyfdHwa9BNb46Z,3613800ff0225545 fc793970aba7c572 a1d8ed7d8b4279f9 6eda0bebbbbe30d7 22f1bac7afe5100b 8524bdcaaf35c20c 53ecbcfdc53e8352 f2e3eaac7138a61e 73d55274afbd37e9 f1f5295a8948c82f a9544b349e9b2dd2 f0e96fcc3955a7d0 daecee2d4222a0d7 9037c404cca89f05 37b5400e0a48e292 eb1cbad29342305e 97a4bc693068e7dc abd1540914878acb 108d14b20f086ab6 5004c485e1952e78 7d635d6b09fd8633 3dbbb3caecda4509 122ae0ea3bf3e832 13d9ca39ed6a264a 8849ae2dc78a28a2 93275bc774f5ebf5 c3ab71008db967da 2e333861f7ef8963 8419755115386780 eead99300f4094b0 80d519fe9c52fd75 686d552df1afcc07 a4b17fe9f4fa2010 bf475cd877db10d5 142f081c52370233 0998804c9e348830 88f3fe358f4b3fad 80fdcf6e4d071ffd 6c88a4a878d1c2f9 9ad37bca0e81737a c08dace3bc0c861c 18fe1484220906ae 0794a5b2c7b6913b 1e84173a106ad3f9 d841ea6977502d2c d2b9033dcd70a24b 6f57690f2a714b32 167d0298e575ae34 f68511b0e5d6517d bfbb72ed6f6df37a
GFrXxfhxwFDr7vK2,0c24dd7ebd727012 580f0dbc77b6155d f290c92d9111852b 04e7eeede0bdf71a 5a58842aa34ff5a1 025563cb7cfa30fb 22460577e0e32383 1c7036b95e6cd24e d366978f80c8724c fe5f8dee65bb8b29 154eac9f5cff618e e7726f6e9dbd735b 4df126e389eb7e2a 9b1507529d128916 6423b77618667357 9332244884d6b0ab f4f0b6de058d3446 33ad5ac5b9e4e6ba 37af3e3050aeb452 e107bdf85564eaa5 a3861c71a9368283 26de7be43a614182 c3f34aaa360fb569 68405f7d9f24b6a7 c6e1ee8d46c25dee ebd9261e4ec69b0f f33e2d3cca0e3762 6322ec3f82e1c42b 6f516c51a8b3dd7e d0aa627baa06c31c 3b81fd12a8eaded4 593c36208e34a258 5ad35511b51d54dc e2f86b0b96e5372f 8e5a1106c2fedec3 06032c9aca6fc501 d409884b7d1bb0df 3e548ffa85077ab3 1d7ef00692a287d1 9b5abe31d113d446 798cfb5cbe8d9a1f f432281963916005 d33b4c8eb97b0167 1e539e8782c17ecc 612c55cc404b9c37 3c354aa3a193efc4 31a92f1e635b447e cf51d290646c5dd8 2ba31249ca4ea30e 347754476129579d
GM4SAU2PXBCK2QrT,f1d9b6f377ec0145 e0ae03a14ea45b2d 4f18bb7d05252aae 656e4c934a151aa1 076f0f2deae88922 5b5644e15c4dca64 468442524c3dfeb3 d5021b488b1682fc 1673f94fa378028c 1cc11310df5bf331 2387a6f03e3b5e41 db55bc87bd3675a9 db114917ec768a3d e5e5449804261c39 e95d67b62cf842e7 1410e6d04851bcf7 ae1d14ae7928c274 1476fa384939a4d4 6c90b4f9b783a524 77569de3bda040cd 38fa37cd6a548871 32133fa18fe7affa 2eec108ed71771b2 694da0f8fd9b8f3b b678944f677023ca f40d0ce23d492e80 5805e867858a22f0 41f8f0a20d5a1230 6abf3c26f279c2c4 e2e3bb343ec80eb2 702a0980e3ffd2f8 6bf0254b66e26a84 b41f5dfa6e72686c aef163a53f963a30 3f0dd3c1732b9eef 695753ac16002205 8dd108cd8e009ff5 ba8004928f0ee3b5 052348819c18bace 8244274729d5e44c 0a3122da010809ce 7767eb3788efd955 358b93943fc63404 c838db2308d7b99e 7197d2c0df6194f7 52bb5785999897ee bd617850a4a0138e 9bdb99596fec3baf 990312e29211ed71 668f8ead288ca3b0
GSCnnymn6nZc2ayp,ed53f5a98b1228bc c23c50e6a3ef29ae 9b0b72024251966c 54e84f107a64bd07 83766beb879a1cb3 c5875a825c478048 faa9c353d3788c1f 97963f0c58abda91 0a33849d67e05360 6371cb2092499219 c8446d3b9083fb1f bbb1724da1787d00 06be3aaeaa17e86d da2e1014eefd59fb df5c87c8a502323f b7b4b9af666b45e1 f0706ac8b373d9a0 16ee4264d9a220b1 b0dac71680c74898 e37a3384ebfa0630 0ca505536c55a001 5ebafdba3f5b596a 9703df49aa30f4ae 2bbca4a203aed9e7 d7fce74514a7f913 45bfc743360e1ae3 100db1393ff8a199 7adf0874fea25c75 bea3a2fff5e9d6bd 32e82154b44d91b6 d1991b5111f9842f 437788d5ba41c41b 45f3bc770ae6c055 a5e79c10c2924ca9 05222b9417c60944 b85f357b186a040d fed6e2401f7e172d 63d3f9826e3add1c 8409d7ec38286207 762aff074a07d79c 258ff32566b400ae d5370f114abdaf21 936635b4e953ec41 754e0cd218404d3b e0c9c9daa9ad2c09 9f509a03ffb91411 2a75fc57a3daaaa8 31b5473cc0166385 0809481967d3c5cf c465bd10682b4e12
GXHMAD8KcBkJT5ar,2cbb06c82bc123db f4eb209fcdf767f3 2293623cfc5fa80d 8c1121cd137b64fd 73496bc689a2b09f 841964da26ca18a9 1b7698456245e167 5da669b95c295c64 6018bcf1483100f8 8ff81694ed8ad8bf dae0cb5bc8719c1d d1335803e49e9b44 9da12fb81c5c65a7 1119d71558321042 d08a084f6ae0c411 446bc16bc7ffc89c e73f9aa369c2eb6e 84419cfbbf3ce8ea 10ff8df0ac25b538 778c9983304dbac8 8bff06b2943c2f87 19a1d10c2899e1f6 9336a130c979ec20 31bcdc822a60c63b 150e159e9ce1d19e e5f0964a8518b9ca 7284a6f6279dab2e e54256a94b2c91db eb28a59ad868e10a 29a33160252d6789 2dc474b53aca4915 bc77c42406115c06 48dccc99a7bcf0ed 1429a37e51c79ea0 c3e7cf1574c7976a f2983cffbe7eb6a1 062f29d25580f73e 1db38f001e2861b0 c781da8dedb26940 202bd3364ef28fc7 dddb111f080df7ee 34bd940f1b5a2b9b ad62291925d6b88c 09c4b768110d7a22 c975ab73a84ed0cf 8978105a7ad2c14b e2a2f7cb59733339 08c7ce1b05738ff2 ae86b5f445e289d6 3862efdc3b4dfb2d
GXOYJ1zN0ibvqMq5,ad97c1a1899dd213 7e2aa3a9305f313f 2443a22bb57f542f 846dddb42965c77a 737534ff61173291 0142d676c19c2d6e 489fe8c2d3d665dd 6d8700f75b7536f4 e71848fbc47c6ee2 52dc2533ab9162df f7cd5caa209b63ee 2836d6391c846840 cca84a9865da5cc7 b42bfbbcc96f33df 8dfecb4ad5452214 f5d2b8df033628cb f03b74fd6ffa12e0 783e74843166b1b3 13e3737c917da017 14d4a63e1df14b60 93632c8e61a1d4ae fe856dd45fe0325f 4d0578abb3c7a8db 476fd36e03fd6e93 5771083075ae5dd6 b127602b1cfc503d cb9c1e89fc39e54f 593d732b6663ee96 d9e98ad9d8f6aecf 4b4b894165e70baa 2abc8048afc596c4 9286b1ebaa023b5a 5ebcf44962b25b7f 2ddd787db865f553 526377f58b131f9c d2ac386d155418de 471b787319c85f96 5f388624d8e1fa19 8acc6d2f626bb580 daece1d600aa3d3a 1a53a315fe99e624 56fe3569ce9b45ef e9f70f07bbbe6179 5bcf24b3c364d156 3c23257f29ee6c2a fc53331ba9eabbe8 1467a4bacda48f0f c3ed15579f770240 4c1228b07923a553 593c6f5069e85eec
GZdE1oAPPrJQ0Mmv,871226e92f2e623d a996abf0795d0794 d4467d69a6432bf0 193a3eeb87057d59 c045619d6d8ff085 d931d794d4ec4bad 14a23ecd08cb888c 51cfef38c480c9ca 53407fd97f37f4a6 6ad16bbf1a6bb1e0 fcc094d8fbfc0497 afb438dee6d0c267 b9f40d6957b4fa0c dfc8effaf04ece43 3ae1e9cc46dc8a90 559b2b9e8ba4a273 21823d14e66b7415 305f4573d70cbddc 3ccb1a80bc621eaf f630de23a27e5331 9fb90948a53d5dce 3d7e1de148da0ce7 8ebcb297b8274239 55146c8a2b023cd4 fde53eba13defd59 d30ecea5e36e5335 21e02a7b97c9626a cc8849dec6b6afde 888c4fd7dab430be e5f76d3765af2db2 af7b7b197ec9b681 b6431bd9c881d579 8b5d878c11bdad65 b7526f9ed564c2cb 07e53ff94fe82170 a4acc97021acea23 ca4050218785f3d1 85ffcfbc2aac3190 7edad3d7dd81799d c64a6d269cef548c 33a4ac257e9fdd27 b4b691d9e877518a 1e20615095a05f78 52cbab7629bc2514 58b44c8f754af9c4 94cc59f1e391879b 4969c5bc04476cf2 4d9fc9752eb49c6e e0a2e0de9ed2ab7d 7396ed984d8ee5bd
Gd01hVM6Ie9EAmOc,4682593fd264b326 73c28362311b9418 9bd12fd782f9f39b f838a0b7f0e285ad 74012473ecb6f929 b1803ba0c557f2ba 10e3dc4a40a858c5 35fe26d7ff039862 37a9e2c889e412b7 cce37c4e33c6cee9 aa2135b160e861d9 1921ce5a7f12a5be ce412ba63a3567e1 9c35df0e1b598265 6090c49e5c2fe62c ce8aab5622babae1 9ec1e2f55fd9e653 f4b51fd6e7ae43a2 99303b575cdd6a7b 5f13c7c593704c04 0fbe3bf393bd7462 a4c4f780d720ea71 0fdacb5f72a4b0e3 10fcec0b2f44dd79 306a6fcc24b3c9bf f10a69f570860196 0b7c0b04d3858dae 6557cc5d11d0fbf7 16e15f7b207c9ba8 e02dd2b7ef541d25 ccbd81246e47ca40 e1adb8be4f1ec3b7 7ada0fdd1c60d413 dc5e6c841fe80b8f c288d0798a4b5a66 89020ac3c2f2075e 5ed85f8bc3d20074 cef0f039bd5bae71 01ecf20cc93a84c6 e599df7df6a956f7 4826c63b321a0501 c9ec99ffcef43ebb 3086070c012c8e23 55ca4b0a786b9814 4fc8410cb7ee76e7 1666d101a39a36da 989bb78cd0d67cf7 47a950f38bd47de7 67e01bc6f023b40a c18fcad9804edbb6
Gh843nIPe6GCT6Qo,95b71904f668ef9b 5732c72864df5232 e59feea707e799f7 52bf926c077d0023 ec2147cc7f53fe4d 1245f4958bae3385 ae73becc24433991 0a232a7175385667 66ed58079f87f6f6 3815016043e272d6 8b00d45cf7c6a3d7 0d36b0f81e6d258e ba64a2cd97559859 1deb1b711b0d551b 60756bb478e127bd d412fd135ba88ac1 9ca6727c87410dcc 3e5fe9dcc281960a 9d29e9a2a34925df 2b88e02dbd938389 7707ae37ea05d490 be693ef8f1b2dbb4 85a710187bad295c 1ca00793e98d2ea4 0c51ade74be2cda0 03a201387087bec8 50bb6ec87bda614e 26ef9e4eb6c7185d d6779063accd39dc 068ae0da69969639 343cf1592c9d9a79 c29db0de36ee93a4 9cdc289edc9926d7 6b0ab11b7dfe8708 83636d73e70360d1 e039396778432a21 dba943f680a38ebf cc2271d845745b14 cbb177bc6ff72aa8 32f89bdd55efc53d 78d7e584b8776e54 4faa91a9bc7a88f3 1f50746d6e377402 b283e35630dcbbd3 9d55e72c89efcf75 c3c59dc2101b7977 e3e9d2f6c4ba6717 d16f86a930b3b5aa 6b33492170bbba3a a5513d8ccc08412c
GhXXRYEJ8mcXwB31,9b6ee80fdc896f77 1a111d34de17c022 1125177e43b5520d 641721e7a4278d76 f9fbec029e7cbd54 bc5b23562ca954d8 a126acfd0a1cf8ba 6607ff6be33989ac 6191477f49af3209 ff9efec989c391cc c3f753d4d028d532 0cff2ead63e6001b e7222bb6e6e3f811 fad24418f1f073fe a3e99be2bd115b45 f5104c028b7650d8 03ec183f8412b6e5 0e456dbd56db882c 77da8db05277e975 fe2c934d2be66604 c79ee165de8bdd98 5612ac00bd7fc27e 23cbfcfa1573b112 3163270cd77ebb34 70011677c5046279 ced903ef2f47db6e 765139c6194728ac 73a87145d359a6fc 3d54e9cd8821250a 85e6913fc14c38bd cd9a5527438450ff 616132788996f8ed 747941811debf5e1 6b86650fbb776c01 251fa91de20e88ec e6bcb1b7ec216799 5548eb6ab30beb04 beb1ab3108d50eda 36bbd391f3a6e4b9 e276e26abaa49e0b db31037eeb9e6ffb 02a58b738a3f7953 8f0ae1d545a1c1a2 a6835915842b91bd a6f205f5c21718a2 dcaa920ce57de27d 7fa5773f1f2db6c9 c517bc46f422a3a4 b41435f133e26528 812fb7e77d53c471
Gjx9RVjz3vbd5QjF,4d1983f5b30ad468 1451f46a55d0b9c2 217754f66c32d400 0305c7a286e1502d 0e0da0ec40e251bc df19e26663fee827 99accfeffac8c6b7 e45987dd06a77f33 721325e8fafa9bdc c3041c1072f6516d 2c2c1797deca95f9 d1994255955ba936 d0aab32686a91147 fd1b308cda588c15 cdf0c8169871818d 43b309879996366d 742df108be759854 e697fe08e8ef602f 469e785d49e1b760 3e9e9c4e8069da11 140aee3cfd6e2317 115ae776f2dece41 c4c8c7d08a869d24 a4c6389a971e3ecc 7ba4acdfbe3f1e6d 0c706a6e825dc1ba 5fd54a3a0cecc635 9bacb402ed6d3663 0b8e8e4b67b96599 9ce93f46a194a4f3 0cb73929d3a5c2c9 e9c14dbd83d22f04 2857fcb1040d1914 04a810223dbaa9d9 96fe3f9f4232697b b4019921925d41b9 ba3789ef06538784 91b99f2b0a4bf28e d239ec7cf97c8b25 e84b43b19d3af7cd 4ccccb6861cdd82f e34a432b72180e4d 3cf3146d436cc475 0f5243c82f7f4637 e923dda1102a9e07 11b37f3c9bc220b3 fc04b6f699dd7d63 88100d0d0326026e 59c67d38bfdd58e3 03108caf1043c1e8
GkkmigXBJYyNK507,f9856bfedcec22a5 d8758429444c4ffb 2fe2d5ae5ce55f80 51a43348b3056dcf b3fd29f35c6266f8 6403ab6142d6d54c 863353b75b50492f 8cb2aac4eb52e947 a1fc5d26988d9f7e b510f3250bc6208a a01bec4788e594b8 30de72375855b1fd 0a7a2baace690136 c45b94daf5eb5a40 83e2b43f1bc1699f 83969efa56450591 1e2393d80169ce59 881d61f6a664f492 5d39e4a981cdd7cc 930472e565df09ff dcf5f143da29bc34 0c83d7604a5b9c49 d4f9fce98a8f001c 40de34417af24b34 d70e5caa0467e35c 1f521f0b24608d3d 6639d9a46ad869f6 b0d9d09dfc7f536c 4c9e760fb9ea9d2d 2262d0d379f1e03c 4f2f6df1c7cf7b02 7cb1cb59d0b37197 954f374998e7d554 ee5ae9308e8a7ad3 4c31294c7b9deb14 68c26b6bdd5315cf 66f210bfec8a58d4 0c743b2c49820215 5e9f6fefbfcbdd2c 0c6eae60081fc185 cd6ae211b9f08fa8 2e66b51a2038e5c1 6ec7b57a171521f5 fc8d2b297918c3af fb39ee82902b1df4 502589d5baf6f9b4 febe164a9f1232a1 316fce58538c1e3e 81fc3f331c6fdf15 4190c08a965e1c73
Gmil0VL2cXwbaFCH,d2815b81d0045402 b7a023524b68375e 382831b82c0aeffa f4986a3b996fee99 2dd9f4e8385d6377 f3be5e2458803044 c06f8807555f1dc4 dbc8452c1400ebf0 61ee27f397b149b7 89c21be9d34573ac 489b92adc416410c 44fd6388ada83b37 abeef9c49442d55e 58ff381b09cbae45 689551b936bb1fc7 a7bba39c3d42f237 4eb8c5c712e7b1d1 837846a540bdde97 898cfba9992f9831 fd2b91e731f60cf9 e28131b5c762e4b7 6572d7602baf3c57 a8b02a3d07ff92df edbaf7222134cf69 e6ba9ae0b78f8ee7 a82632e7eda2e28d e21547d766d4ab4c 62e49f35c5ae73b4 1cff1268fb807b95 5f52751fb6f7eb7b 03434e47683a903a 8ba0da247c8c6306 21531a49728706a4 d1894460d1c7783e 32c06cf4cf59596d bca671f60874907c a27b1015d5f36332 5b4b9b4580e42fee e221c4e4a0ea91f6 400304717add8e13 170250a69243d87d 484cc7c8d71de43c 6ad9b8edf2752c6c 0bd312578a6025e0 dde261fd626e7879 73ec81610b1e1515 bdbec15e30466c8a 442c4c507ddac9ed aa0ad4840b28b646 7a15c81eb5f0623d
GpSfE4RJVnw5CrlO,a079d31716ec8951 55621e17f608c559 8e529d496dc19452 b16410b97c58a7a0 6356a3d4b3c524f8 0d95ba1689f63453 18090644cbd15f73 3ede24c27754dd37 56a78d46b7629ab2 608a7948348ff245 c83da8b77a596b2f 412ae8cd49995417 c5641bda609e05f2 dc721fd91ac39b5e e59ef48c63e7f4e7 ea09bece7081d0f9 6403ecdbd209fbdb 976b7bdfe529a749 32747acec9532267 93a5bd841752de9c b82209dea58f0ff4 5bf1a022044dd2d5 362839c8f55b15b0 d2ab5c6e6d412d96 0f33541e67d8d001 e517b0c4e56da304 7e38385be3d7b2ae d040197d79406ef2 ae9631ce9c0b0e6e df066d10b9513336 5b0f5aa3d270aafd 3c1b65ee87292597 b799ca5e8256457c a133aa1a40e9bf54 87f91fc5e2908c56 eefeb11e9103d8b7 43447dbfe8466135 ba2259d9893c8b9c ee6a61acedbc5663 35ce4b6ab73ba6fa b9213c739531a986 a39241313a457ada 4a4e16eb62365382 05654331aa80ea58 8d7aeebfa04e2333 6df381b726c8f2f6 8f23f712b0343c7f 9c0fe8b289b37f4c 823e3baeff28da9e 6a877856d4fff9cf
Gw04fpNzQ1xeO0gJ,a626d6c6855f6314 3b6142a105fb4862 7dc4d169e0541366 506a0b560ad40c7e c043b45eb953aa83 41a912ecd2793d82 830880a990ecfe18 9feac9547eabbad7 994d6b5af856b7d9 7501cb587be22bf5 b43d944f4a29a0ff 19630183d8f79bf4 682b7c5d45d1289a 520cab5416bafadb e5bf25d09958b6a9 7430dffa027a013f 0af0b50b12dc07ca 7cc48fe4e5ea6c96 f6164d8879a5f5d5 d049b73a62dfa9c2 8ec2e8d8530833a1 5a02b62cdb402fc3 d08c80b0bdeb9d37 89bf28074a3d125f 59f9a4437bc3c8ef 04b0b6b4f73fd0f8 246966793aaa347a 622de45750b6d8a4 edf66ed13e3309e6 bca99def5683ba95 876300e1d369209a 3594073b2f58a500 2b065eb343010f1f b3d6679c6bb4e4ca 0a40540b34774f56 9a5075406aa62c11 2fff105b71e8ca3f 9cab462404838eb8 9f653770ba5b79c2 f2aca0905d63c9cd 81c198bc9568a516 1f2cd314dc71e358 a6667ebc2a61773e 7b54117f4471f2b2 206aff1127d09984 5a066b2f14b1fc94 fa77bea1e3a8ee25 37708c707419f030 4811e1be9795bac6 ea71807bd80d9219
Gxqm2srHltEbeC6l,81cc137a30237dd2 7b2655e0a7354930 d022e3577ae5fb3f b8aabcaecaca729d 2e983eed333c9388 7da72ce8fc88370a 8a066c3283bc8575 207c937416901e7e a0dc3c3a2dc69e74 0fc3780dddc41cdb 88a960741ddd3637 80ad92f669a2e965 f053c16c71c47674 1a492905584a5afc 0b4b17132204dfb0 dcaf7cb78112e1cd 32ea7245d5916d4e b27c301f78b867fe 4f93661a14eba924 a09ec169a6068024 4894da3064e8ac2f a6a92915a8653649 0f1614ad30848337 3fa83ae00f7cc397 b714b658ab404ba9 1a52913825216274 ba15311d5b132749 27075cd9b7d06788 9f9a989820860404 7baec4e255f8f7dd 84f7e40441b72d70 d724afa6d378a7f9 79a9042e511f51d9 555a603bda841e8d 74af8612aa805687 0e4c25ed0b4aa839 46bbf17181ee5217 20da8b6542332796 81242f4ad55f2ec0 de5ce711ec0369f3 351c3d7fd5e37a06 7fc1c2ab7f40f9d4 73206b889dcf4571 6fed7dfa68941e36 53b3bdc7684572dd a4371a55aa87e2f4 a4efc77d44686c38 ea383eefeda0db5c ae1327f20424ca6b dfa6f06d2178e82c
GyYi8ufpr06tbnkk,15a96686e8c16283 c05396fc3d057118 b86cc8c9b8fa8ce6 65946aafba541b8a 71d742aa7e0a73ee 05ca82de42e47a92 aa665de2b5fdc342 5a4c79ef492533b5 e98be551007c41ba 50550ad8e3afb515 e43055c0992c0268 f3ad6423fcb391bd 327df5edcd92f8b2 88758af0732512e9 bd91e56a057bb86a 6548340648675003 65519825c589a868 fe23a404e486921d 55d9c1103fa30e3c cb668d448fd286d5 21c130d3cf297360 f475a50be6b44553 b061cdcd86b5f513 bcf4b9767f2c4bec f672cec3cead2f54 80950ad8166eeb91 75817a34f7def6a1 704e0e874b581c59 7be901995b731150 019884eee5931dad 7a9f2277c337abd2 d7182814b906a84f 089290edce395602 243246e9fa0ee65b ea4d60fd9ecf3c88 39633ecd81c1177e 3423cdff3654c2a6 6a77f5e6077d47af 9564b2ffab0045eb 435e52be3f1dba91 d85912bbb5e11f30 ca7fe1fdb18c04ad a268c159c994bdb5 e1fd123de5a364c1 5daaebcbf8aa0c91 e8697d3f3319bec7 6edc5967209ddae3 bf54d63b0f71e821 ae4fd73466b3341e c8050d809a518913
H0iaITwZt0XVIJbN,a0edb31715d4558c ef94f5e4244495a4 410ab1aa77253b4b 2d15caaee94caf23 eac99349e69b3d89 36a887a1ea48419c 58288e38f60681e1 7770f014b6f84b8f 20d09e93b0d4e9f3 08f5e02561e09d8e 6be15d777a62b924 31f43f29bb8eee44 d9ee0816355ebc49 5f78d9bb8b4084ad 4ab905c8bbb1790b 81f37640572522be 9411abf31f261680 9c4371892dcdd704 44671e138a62fdca 9034c13558a597cb 356d5ab0254a0c0f 7b6e0025ab1443ae 5b570ee163416352 19825ade1a89f3d7 df8500db6669f6b8 5393788ae016cc44 4d71a27ccb91a246 5f4be870cc6aff05 997e1a8315fc16d4 e60e6cdf132c9eb3 9864ba5eece55615 9c85a7989c9cdc1a d859854e871fa7de 053ec27f3a851fb2 cc2955c44402e3aa 5d685ebb8a5452bc 630abf2acb57ddc4 eef0e8131987f0dd 4fbff8a10c044076 d9cc320b80ac420b 4d1df4cad3d216c0 5a3b90e83a0884ce 927e24b8e5f2a29a 5e07ecb398a48cdb 24a732f430bc285a fa8f51bd6a7a911e 41ddf33027207edd d22d1286bfdab329 38bf6abbf5e59a60 cbad451b04d380f2
H1Ej9VVDXeF7IHeI,db5bbd888225b48a d9ea10c88fdc5bd8 83a2127e08d5fe1a 3e93af7d94072eb9 89008ce2ea59d00d 5d0249e167911a3a e9d9e255a6007ae1 c7815a00f6be475b 7195f70352189238 dc36d8486087f6f6 70025454ee243bc2 809fe9507f42abf0 3603e0219f8c8443 c270b6b66a157bdf ce95c7738b6eaf49 32856d1679e9696c b8a7cddfdbe3ecc4 1b8939468f2823d3 5017d41a139adaa2 50800c834fcd942d 570c13c58935f92f 2b7942a3df4c363f ced11642f2317154 825c3e75a90eee28 54483c6261f64b7d 41955560b058f526 a0a3454d5cb4c71c 89d3e79c774dde82 c8fa8facf2b5595b 506374a8e95c1747 37284ea9fae9134b 56925331bdf63c4d 566e3a9e7b5c1048 e89b674b6a112636 64f0b9fb89b384ac fead741366a1c46c b4bf1133f88ce460 75a57fffcfc834c0 7c0e9921f2bb4c6b 9fa037ef27460f87 5d0a9a95a42bf162 0f1d5c3bf0c413b8 7dfb07fae8f7c86d 4a0b7f138b8a8756 a93ad52f893a3a7d 612467a84a0b9d48 76d38653a6bfd4a6 1dd355a8e47ae43a 6fd69264ca6a8882 f64026b8973da286
H2GHtFMw8tdFvDGT,2c76c109bb1e8fe6 721eb623118b2bcd eaf7e823ad5c41e4 afad3c4fdbeaef34 85e9ffa09be684d5 420ff5c5ee33bcf5 cfe0a50ebe0d9d02 852e098972890ea6 a466a196e708eb11 47676ce49a43f0e4 8d6504ab804893e8 1295279c36fce290 a381f5078158d04d d657c4b794356d58 de4a5242dfdf9ae5 71cce6a71c6cc677 d4bfd8b2bdb88001 77164cf6daed72f8 ea06f79b031a2304 0e85c7f2b8219a77 12d17eadbcb30b60 4b311cb4c8611078 35bc50e86c4d3721 93e865775a1d980f 0cb696aafa41d941 cdda65f70d3e46ff d0e08f7a2478d98f f8c07592ba99dfac 243851f1aa8fd56e 8af7aeb3f593abb3 4612c51402218050 1e04c708de5c183c d95e63cf01a09858 b01c968693ac7d5d 9d375cca5dbe2b29 2f55a5cfd075c901 6301e687119ea7ac 536f548db6b175bd d7b4a95b66e18360 42c521a66d8a41e1 78b699ad0be1ba96 3d0b97b17e1e1cf8 ce948ed16d8986d6 c59b51a9655c3e3a 282b5724e56c161d b4d4436b22551839 6ca3ec2ccd75d777 abaf161d922cdde0 267c7336d59a600c ed39f697537efa7a
H2vkp07RPUDVo3E4,30ecb15a08514098 a2ce8c1e97dd70a8 e500eda159526b1a 94173d562ea48daa 97704481b3351267 5622250d9d6a714a 5fd6dd982382dc1e ba9db8e38c121839 3f61c7a8c23d741c e8eb07d14a6943c0 3ec1e79efbba9b83 eb0a8d9b44e982d0 16b16cf4186f2dd8 8b8afa707bcffe78 6fb1a17f9bcdc6f1 b203b66e21198880 49d88c5a51ab7761 95f6c95727df1cbc ffddcd6af9159750 179dbde9dd65b5ea 7b435089e4cbc4a9 a68729c2604cc3bb c2c9db48fb71b47e 79a2022e9a16101e ad213843ffcf73c3 3a6f46b38b0423f4 ad5ec7cadead2cee fae4ddc27f1b2981 0545a66f5b0fb351 1662bd6fd47fa728 a257ba01526888cd 3cd3a503bc332d7b 76f0d65712a45324 6ed549ad62766b83 ddd2e5031423fb0c 1e2a03405b1ad23e 7538f3cb3d50f3e1 c5e822a8fed07728 efe931476e5716c3 b62bbd917bd535fc 7219111f9d2ee27c 59eeda12642cc220 689c70393e530877 c75d77b3f6826bcd 8bce0e64013b7db9 0ebdc1c9c65f84a0 d323b6bd5f38ab78 b99b9a032afd7248 0d44a1aa0c470f92 b46e28513472a327
